SMILES,P(active),stereo_SMILES
C1=CC=C(C2=NSC(N3CCNCC3)=N2)C=C1,0.0,C1=CC=C(C2=NSC(N3CCNCC3)=N2)C=C1
C1=CC=C(C2CCCN2)C=C1,0.0,c1ccc(cc1)[C@@H]2CCCN2
C1=CC=C(C2CCCNC2)C=C1,0.0,c1ccc(cc1)[C@H]2CCCNC2
C1=CC=C(C2CCNC2)C=C1,0.000741839762611276,c1ccc(cc1)[C@H]2CCNC2
C1=CC=C(C2CCNCC2)C=C1,0.0,C1=CC=C(C2CCNCC2)C=C1
C1=CC=C(C2CNCCO2)C=C1,0.0,c1ccc(cc1)[C@H]2CNCCO2
C1=CC=C(C2COCCN2)C=C1,0.0,c1ccc(cc1)[C@@H]2COCCN2
C1=CC=C(CC2CCNCC2)C=C1,0.0007412898443291327,C1=CC=C(CC2CCNCC2)C=C1
C1=CC=C(CCCN2CCNCC2)C=C1,0.0,C1=CC=C(CCCN2CCNCC2)C=C1
C1=CC=C(CCN2CCCNCC2)C=C1,0.0,C1=CC=C(CCN2CCCNCC2)C=C1
C1=CC=C(CCN2CCNCC2)C=C1,0.0,C1=CC=C(CCN2CCNCC2)C=C1
C1=CC=C(CN2CCCNCC2)C=C1,0.0,C1=CC=C(CN2CCCNCC2)C=C1
C1=CC=C(CN2CCNCC2)C=C1,0.0,C1=CC=C(CN2CCNCC2)C=C1
C1=CC=C(CNC2CC2)C=C1,0.021060275962236745,C1=CC=C(CNC2CC2)C=C1
C1=CC=C(CNCC2=CC=CO2)C=C1,0.0,C1=CC=C(CNCC2=CC=CO2)C=C1
C1=CC=C(COC2CCNCC2)C=C1,0.0,C1=CC=C(COC2CCNCC2)C=C1
C1=CC=C(COCCN2CCNCC2)C=C1,0.0,C1=CC=C(COCCN2CCNCC2)C=C1
C1=CC=C(N2CCNCC2)C=C1,0.0,C1=CC=C(N2CCNCC2)C=C1
C1=CC=C(OC2CCNCC2)C=C1,0.0,C1=CC=C(OC2CCNCC2)C=C1
C1=CC=C(OC2CNC2)C=C1,0.0,C1=CC=C(OC2CNC2)C=C1
C1=CC=C(OCCCCN2CCNCC2)C=C1,0.0,C1=CC=C(OCCCCN2CCNCC2)C=C1
C1=CC=C(OCCCN2CCNCC2)C=C1,0.0,C1=CC=C(OCCCN2CCNCC2)C=C1
C1=CC=C(OCCN2CCNCC2)C=C1,0.0,C1=CC=C(OCCN2CCNCC2)C=C1
C1=CC=C2C(=C1)N=NN2C1CCNCC1,0.0,C1=CC=C2C(=C1)N=NN2C1CCNCC1
C1=CC=C2C(C3CCCN3)=CC=CC2=C1,0.0,c1ccc2c(c1)cccc2[C@@H]3CCCN3
C1=CC=C2C(N3CCNCC3)=NSC2=C1,0.0,C1=CC=C2C(N3CCNCC3)=NSC2=C1
C1=CN(C2CCNCC2)N=C1,0.0,C1=CN(C2CCNCC2)N=C1
C1=CN(CCN2CCNCC2)C=C1,0.0,C1=CN(CCN2CCNCC2)C=C1
C1=CN(CCN2CCNCC2)C=N1,0.0,C1=CN(CCN2CCNCC2)C=N1
C1=CN=C(C2CCNC2)C=C1,0.0,c1ccnc(c1)[C@@H]2CCNC2
C1=CN=C(CN2CCNCC2)C=C1,0.0,C1=CN=C(CN2CCNCC2)C=C1
C1=CN=C(N2CCCNCC2)C=C1,0.0,C1=CN=C(N2CCCNCC2)C=C1
C1=CN=C(N2CCNCC2)C=N1,0.0,C1=CN=C(N2CCNCC2)C=N1
C1=CN=C(OC2CCNCC2)C=N1,0.0,C1=CN=C(OC2CCNCC2)C=N1
C1=CN=C(OC2CCNCC2)N=C1,0.0,C1=CN=C(OC2CCNCC2)N=C1
C1=COC(C2=CC(C3CCNCC3)=N[NH]2)=C1,0.0,C1=COC(C2=CC(C3CCNCC3)=N[NH]2)=C1
C1=CSC(C2=NOC(C3CCNCC3)=N2)=C1,0.0,C1=CSC(C2=NOC(C3CCNCC3)=N2)=C1
C1=CSC(C2CCCN2)=C1,0.0,c1cc(sc1)[C@@H]2CCCN2
C1=CSC(CCN2CCNCC2)=C1,0.0,C1=CSC(CCN2CCNCC2)=C1
C1=CSC(CNCCCN2CCOCC2)=C1,0.0,C1=CSC(CNCCCN2CCOCC2)=C1
C1=CSC(N2CCNCC2)=N1,0.0,C1=CSC(N2CCNCC2)=N1
C1=NC(N2CCNCC2)=C2SC=CC2=N1,0.0,C1=NC(N2CCNCC2)=C2SC=CC2=N1
C1=NC2=C(C=N1)CNCC2,0.0,C1=NC2=C(C=N1)CNCC2
C1=NC2=C(CNCC2)[NH]1,0.0,C1=NC2=C(CNCC2)[NH]1
C1=NC=CC(C2CCCCN2)=C1,0.0,c1cnccc1[C@@H]2CCCCN2
C1=NC=CC(C2CCCN2)=C1,0.0,c1cnccc1[C@H]2CCCN2
C1=NC=NC(N2CCNCC2)=N1,0.0,C1=NC=NC(N2CCNCC2)=N1
C1=NN2CCNCC2=N1,0.0015710919088766694,C1=NN2CCNCC2=N1
C1=NN=C2CNCCN12,0.0,C1=NN=C2CNCCN12
C1CC(CN2CCOCC2)CCN1,0.0,C1CC(CN2CCOCC2)CCN1
C1CC(N2CCNCC2)C1,0.0,C1CC(N2CCNCC2)C1
C1CC(N2CCOCC2)CCN1,0.0,C1CC(N2CCOCC2)CCN1
C1CC(N2CCOCC2)CN1,0.0,C1CNC[C@H]1N2CCOCC2
C1CC1NC1CC1,0.0,C1CC1NC1CC1
C1CC2CNCCN2C1,0.0,C1C[C@H]2CNCCN2C1
C1CCC(CCN2CCNCC2)CC1,0.0,C1CCC(CCN2CCNCC2)CC1
C1CCC(CN2CCNCC2)CC1,0.0,C1CCC(CN2CCNCC2)CC1
C1CCC(N2CCNCC2)C1,0.0,C1CCC(N2CCNCC2)C1
C1CCC2(C1)CCNC2,0.0,C1CCC2(C1)CCNC2
C1CCC2(CC1)CCNCC2,0.0030816640986132513,C1CCC2(CC1)CCNCC2
C1CCCC(N2CCNCC2)CCC1,0.0,C1CCCC(N2CCNCC2)CCC1
C1CCCNCCC1,0.0,C1CCCNCCC1
C1CCN(C2CCNCC2)C1,0.0,C1CCN(C2CCNCC2)C1
C1CCN(C2CCNCC2)CC1,0.0,C1CCN(C2CCNCC2)CC1
C1CCN(CC2CCNCC2)C1,0.0,C1CCN(CC2CCNCC2)C1
C1CCN(CCC2CCNCC2)CC1,0.0,C1CCN(CCC2CCNCC2)CC1
C1CCN(CCCN2CCCNCC2)C1,0.0,C1CCN(CCCN2CCCNCC2)C1
C1CCN(CCN2CCNCC2)C1,0.0,C1CCN(CCN2CCNCC2)C1
C1CCN2CCNCC2C1,0.0,C1CCN2CCNC[C@H]2C1
C1CCNC1,0.0,C1CCNC1
C1CCNCC1,0.0,C1CCNCC1
C1CC[C@@H]2CNCC[C@@H]2C1,0.0,C1CC[C@@H]2CNCC[C@@H]2C1
C1CC[C@H]2CNC[C@H]2C1,0.0,C1CC[C@H]2CNC[C@H]2C1
C1CN(C2CC2)CCN1,0.0,C1CN(C2CC2)CCN1
C1CN(CC2CC2)CCN1,0.0,C1CN(CC2CC2)CCN1
C1CN(CCN2CCOCC2)CCN1,0.0,C1CN(CCN2CCOCC2)CCN1
C1CNCCN(CCCN2CCOCC2)C1,0.0,C1CNCCN(CCCN2CCOCC2)C1
C1CNCCOC1,0.0,C1CNCCOC1
C1CN[C@H](CN2CCCC2)C1,0.0,C1CN[C@H](CN2CCCC2)C1
C1COC(CN2CCNCC2)C1,0.0,C1C[C@H](OC1)CN2CCNCC2
C1COCCN1,0.0,C1COCCN1
C=CC1=CC=C(C(=O)O)C=C1,0.0,C=CC1=CC=C(C(=O)O)C=C1
C=CCNCC1=CC=CC=C1,0.0,C=CCNCC1=CC=CC=C1
C=CCNCC1=CC=CO1,0.0,C=CCNCC1=CC=CO1
C=CCOC1=CC(CNC)=CC=C1,0.0022271714922048997,C=CCOC1=CC(CNC)=CC=C1
CC(=O)N(C)CCC(=O)O,0.0,CC(=O)N(C)CCC(=O)O
CC(=O)N1C=CC2=C1C=CC(N)=C2,0.0,CC(=O)N1C=CC2=C1C=CC(N)=C2
CC(=O)N1CCC(C(=O)O)CC1,0.0,CC(=O)N1CCC(C(=O)O)CC1
CC(=O)N1CCC(N)CC1,0.0,CC(=O)N1CCC(N)CC1
CC(=O)N1CCC2=C1C(N)=CC=C2,0.00156128024980484,CC(=O)N1CCC2=C1C(N)=CC=C2
CC(=O)N1CCC2=C1C=CC(C(=O)O)=C2,0.0,CC(=O)N1CCC2=C1C=CC(C(=O)O)=C2
CC(=O)N1CCCC(C(=O)O)C1,0.0,CC(=O)N1CCC[C@@H](C1)C(=O)O
CC(=O)N1CCCNCC1,0.0,CC(=O)N1CCCNCC1
CC(=O)N1CCC[C@H]1C(=O)O,0.0,CC(=O)N1CCC[C@H]1C(=O)O
CC(=O)N1CCN(C(=O)CCN)CC1,0.0,CC(=O)N1CCN(C(=O)CCN)CC1
CC(=O)N1CCN(CC(=O)O)CC1,0.0,CC(=O)N1CCN(CC(=O)O)CC1
CC(=O)N1CCNCC1,0.0,CC(=O)N1CCNCC1
CC(=O)NC(C)C(=O)O,0.0,C[C@@H](C(=O)O)NC(=O)C
CC(=O)NC(CC1=CC=C(Br)C=C1)C(=O)O,0.0,CC(=O)N[C@@H](Cc1ccc(cc1)Br)C(=O)O
CC(=O)NC1=C(C(F)(F)F)C=C(N)C=C1,0.002982848620432513,CC(=O)NC1=C(C(F)(F)F)C=C(N)C=C1
CC(=O)NC1=C(Cl)C=C(N)C=C1,0.0,CC(=O)NC1=C(Cl)C=C(N)C=C1
CC(=O)NC1=C(Cl)C=C(S(=O)(=O)Cl)C=C1,0.0,CC(=O)NC1=C(Cl)C=C(S(=O)(=O)Cl)C=C1
CC(=O)NC1=C(NC(C)=O)C=C(C(=O)O)C=C1,0.0,CC(=O)NC1=C(NC(C)=O)C=C(C(=O)O)C=C1
CC(=O)NC1=CC(C(=O)O)=C(Br)C=C1,0.0,CC(=O)NC1=CC(C(=O)O)=C(Br)C=C1
CC(=O)NC1=CC(C(=O)O)=CC(Br)=C1,0.0,CC(=O)NC1=CC(C(=O)O)=CC(Br)=C1
CC(=O)NC1=CC(C(=O)O)=CC=C1,0.0,CC(=O)NC1=CC(C(=O)O)=CC=C1
CC(=O)NC1=CC(C(=O)O)=NC=C1,0.0,CC(=O)NC1=CC(C(=O)O)=NC=C1
CC(=O)NC1=CC(C)=C(C(=O)O)C=C1,0.0,CC(=O)NC1=CC(C)=C(C(=O)O)C=C1
CC(=O)NC1=CC(N)=CC=C1,0.0,CC(=O)NC1=CC(N)=CC=C1
CC(=O)NC1=CC=C(C(=O)O)C=C1,0.0,CC(=O)NC1=CC=C(C(=O)O)C=C1
CC(=O)NC1=CC=C(S(=O)(=O)Cl)C=C1,0.0,CC(=O)NC1=CC=C(S(=O)(=O)Cl)C=C1
CC(=O)NC1=CC=CC(CN)=C1,0.0,CC(=O)NC1=CC=CC(CN)=C1
CC(=O)NC1=NC(C(=O)O)=C(Br)C=C1,0.0,CC(=O)NC1=NC(C(=O)O)=C(Br)C=C1
CC(=O)NC1=NC(C(=O)O)=C(Cl)C=C1,0.0,CC(=O)NC1=NC(C(=O)O)=C(Cl)C=C1
CC(=O)NC1=NC(C(=O)O)=CC=C1,0.0,CC(=O)NC1=NC(C(=O)O)=CC=C1
CC(=O)NC1CCCNC1,0.0,CC(=O)N[C@@H]1CCCNC1
CC(=O)NC1CCNCC1,0.0,CC(=O)NC1CCNCC1
CC(=O)NCC(C)CN,0.0,C[C@H](CN)CNC(=O)C
CC(=O)NCC1CCNCC1,0.0,CC(=O)NCC1CCNCC1
CC(=O)NCCCC(=O)O,0.0,CC(=O)NCCCC(=O)O
CC(=O)NCCN,0.0,CC(=O)NCCN
CC(=O)N[C@H](C)C(=O)O,0.0,CC(=O)N[C@H](C)C(=O)O
CC(=O)N[C@H](CC1=C[NH]C2=C1C=CC=C2)C(=O)O,0.0,CC(=O)N[C@H](CC1=C[NH]C2=C1C=CC=C2)C(=O)O
CC(=O)O,0.0,CC(=O)O
CC(C#N)C1=CC(C(=O)O)=CC=C1,0.0,C[C@@H](C#N)c1cccc(c1)C(=O)O
CC(C#N)C1=CC=C(N)C=C1,0.0,C[C@@H](C#N)c1ccc(cc1)N
CC(C(=O)O)(C1=CC=CC=C1)C1=CC=CC=C1,0.0,CC(C(=O)O)(C1=CC=CC=C1)C1=CC=CC=C1
CC(C(=O)O)C1=CC=C(Cl)C=C1,0.0,C[C@@H](c1ccc(cc1)Cl)C(=O)O
CC(C(=O)O)C1=CC=C(F)C=C1,0.0,C[C@@H](c1ccc(cc1)F)C(=O)O
CC(C(=O)O)C1=CC=C(O)C=C1,0.0,C[C@H](c1ccc(cc1)O)C(=O)O
CC(C(=O)O)C1=CC=CC=C1,0.0,C[C@@H](c1ccccc1)C(=O)O
CC(C(=O)O)C1CCCCC1,0.0,C[C@H](C1CCCCC1)C(=O)O
CC(C(=O)O)N1C(=O)OC2=C1C=CC=C2,0.0,C[C@@H](C(=O)O)n1c2ccccc2oc1=O
CC(C(=O)O)N1C=C(Br)C=N1,0.0,C[C@@H](C(=O)O)n1cc(cn1)Br
CC(C(=O)O)N1C=CC=C1,0.0,C[C@@H](C(=O)O)n1cccc1
CC(C(=O)O)N1C=NC=N1,0.0,C[C@@H](C(=O)O)n1cncn1
CC(C(=O)O)N1CC2=C(C=CC=C2)C1=O,0.0,C[C@@H](C(=O)O)N1Cc2ccccc2C1=O
CC(C(=O)O)N1CCCC1=O,0.0,C[C@@H](C(=O)O)N1CCCC1=O
CC(C)(C#N)C1=CC(C(=O)O)=CC=C1,0.0,CC(C)(C#N)C1=CC(C(=O)O)=CC=C1
CC(C)(C(=O)O)C1=CC=C(Cl)C=C1,0.0,CC(C)(C(=O)O)C1=CC=C(Cl)C=C1
CC(C)(C)C(=O)NC1=NC=CC(C(=O)O)=C1,0.0,CC(C)(C)C(=O)NC1=NC=CC(C(=O)O)=C1
CC(C)(C)C(=O)O,0.0,CC(C)(C)C(=O)O
CC(C)(C)C(N)C1=CC=CC=C1,0.0007267441860465116,CC(C)(C)[C@H](c1ccccc1)N
CC(C)(C)C(N)CN1C=CN=C1,0.0,CC(C)(C)[C@@H](Cn1ccnc1)N
CC(C)(C)C1=C(N)C=CC=C1,0.005956813104988831,CC(C)(C)C1=C(N)C=CC=C1
CC(C)(C)C1=CC(C(=O)O)=CC(C(C)(C)C)=C1,0.0,CC(C)(C)C1=CC(C(=O)O)=CC(C(C)(C)C)=C1
CC(C)(C)C1=CC(C(=O)O)=NO1,0.0,CC(C)(C)C1=CC(C(=O)O)=NO1
CC(C)(C)C1=CC(C(=O)O)=N[NH]1,0.0,CC(C)(C)C1=CC(C(=O)O)=N[NH]1
CC(C)(C)C1=CC(Cl)=C(N)C=C1,0.004,CC(C)(C)C1=CC(Cl)=C(N)C=C1
CC(C)(C)C1=CC(N)=N[NH]1,0.0,CC(C)(C)C1=CC(N)=N[NH]1
CC(C)(C)C1=CC2=C(C=C1)OC(CN)=N2,0.0029607698001480384,CC(C)(C)C1=CC2=C(C=C1)OC(CN)=N2
CC(C)(C)C1=CC=C(C(=O)NCC(=O)O)C=C1,0.0,CC(C)(C)C1=CC=C(C(=O)NCC(=O)O)C=C1
CC(C)(C)C1=CC=C(C(=O)O)C=C1,0.0,CC(C)(C)C1=CC=C(C(=O)O)C=C1
CC(C)(C)C1=CC=C(C(=O)O)S1,0.0,CC(C)(C)C1=CC=C(C(=O)O)S1
CC(C)(C)C1=CC=C(C2=CC=CC(N)=C2)C=C1,0.0,CC(C)(C)C1=CC=C(C2=CC=CC(N)=C2)C=C1
CC(C)(C)C1=CC=C(CCN)C=C1,0.0,CC(C)(C)C1=CC=C(CCN)C=C1
CC(C)(C)C1=CC=C(CN)C=C1,0.0665083135391924,CC(C)(C)C1=CC=C(CN)C=C1
CC(C)(C)C1=CC=C(OCC(=O)O)C=C1,0.0,CC(C)(C)C1=CC=C(OCC(=O)O)C=C1
CC(C)(C)C1=CC=C(S(=O)(=O)Cl)C=C1,0.0,CC(C)(C)C1=CC=C(S(=O)(=O)Cl)C=C1
CC(C)(C)C1=CC=CC(N)=C1,0.11918194640338504,CC(C)(C)C1=CC=CC(N)=C1
CC(C)(C)C1=CSC(CN)=N1,0.0,CC(C)(C)C1=CSC(CN)=N1
CC(C)(C)C1=NC=C(C(=O)O)C=C1,0.0,CC(C)(C)C1=NC=C(C(=O)O)C=C1
CC(C)(C)C1=NOC(CN)=N1,0.005401234567901234,CC(C)(C)C1=NOC(CN)=N1
CC(C)(C)C1CCC(C(=O)O)CC1,0.0,CC(C)(C)C1CCC(C(=O)O)CC1
CC(C)(C)C1CCC(N)CC1,0.27770448548812665,CC(C)(C)C1CCC(N)CC1
CC(C)(C)C1CCNCC1,0.0007272727272727272,CC(C)(C)C1CCNCC1
CC(C)(C)CC(=O)O,0.0,CC(C)(C)CC(=O)O
CC(C)(C)CC(C)(C)N,0.0,CC(C)(C)CC(C)(C)N
CC(C)(C)CC(C)(C)N=C=O,0.2560553633217993,CC(C)(C)CC(C)(C)N=C=O
CC(C)(C)CC(N)C1=CN=CC=C1,0.0,CC(C)(C)C[C@@H](c1cccnc1)N
CC(C)(C)CCN,0.2191380569758948,CC(C)(C)CCN
CC(C)(C)CN,0.0,CC(C)(C)CN
CC(C)(C)N1CC(C(=O)O)CC1=O,0.0,CC(C)(C)N1C[C@H](CC1=O)C(=O)O
CC(C)(C)N1CCC(CN)C1,0.001652892561983471,CC(C)(C)N1CC[C@@H](C1)CN
CC(C)(C)N1CCNCC1,0.0,CC(C)(C)N1CCNCC1
CC(C)(C)N1N=C(C2=CC=CC=C2)C=C1N,0.0,CC(C)(C)N1N=C(C2=CC=CC=C2)C=C1N
CC(C)(C)N=C=O,0.0,CC(C)(C)N=C=O
CC(C)(C)OC1=C(CN)C=CC=N1,0.0,CC(C)(C)OC1=C(CN)C=CC=N1
CC(C)(C)OC1=CC=C(C(=O)O)C=C1,0.0,CC(C)(C)OC1=CC=C(C(=O)O)C=C1
CC(C)(C)OC1=CC=C(N)C=C1,0.0943695479777954,CC(C)(C)OC1=CC=C(N)C=C1
CC(C)(C)[C@@H](C(=O)O)NC(=O)O,0.0,CC(C)(C)[C@@H](C(=O)O)NC(=O)O
CC(C)(C)[C@H](N)CO,0.0,CC(C)(C)[C@H](N)CO
CC(C)(C)[C@H]1CC[C@H](C(=O)O)CC1,0.0,CC(C)(C)[C@H]1CC[C@H](C(=O)O)CC1
CC(C)(CC(=O)O)C1=CC=CC=C1,0.0,CC(C)(CC(=O)O)C1=CC=CC=C1
CC(C)(CC(=O)O)N1C=CC=C1,0.0,CC(C)(CC(=O)O)N1C=CC=C1
CC(C)(CN)C(N)=O,0.002411575562700965,CC(C)(CN)C(N)=O
CC(C)(CN)CO,0.0,CC(C)(CN)CO
CC(C)(CN)N1CCCCC1,0.0,CC(C)(CN)N1CCCCC1
CC(C)(CN)N1CCOCC1,0.0016778523489932886,CC(C)(CN)N1CCOCC1
CC(C)(F)C(=O)O,0.0,CC(C)(F)C(=O)O
CC(C)(O)C1CCNCC1,0.0,CC(C)(O)C1CCNCC1
CC(C)(O)CC(=O)O,0.0,CC(C)(O)CC(=O)O
CC(C)(OC1=CC2=C(C=CC=C2)C=C1)C(=O)O,0.0,CC(C)(OC1=CC2=C(C=CC=C2)C=C1)C(=O)O
CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,0.0,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O
CC(C)(OC1=CC=CC=C1)C(=O)O,0.0,CC(C)(OC1=CC=CC=C1)C(=O)O
CC(C)C(=O)N1CCNCC1,0.0,CC(C)C(=O)N1CCNCC1
CC(C)C(=O)NC1=CC(N)=CC=C1,0.0,CC(C)C(=O)NC1=CC(N)=CC=C1
CC(C)C(=O)NC1=CC=C(N)C=C1,0.0,CC(C)C(=O)NC1=CC=C(N)C=C1
CC(C)C(=O)O,0.0,CC(C)C(=O)O
CC(C)C(C(=O)O)C1=CC=C(Cl)C=C1,0.0066100094428706326,CC(C)[C@@H](c1ccc(cc1)Cl)C(=O)O
CC(C)C(C(=O)O)C1=CC=CC=C1,0.0,CC(C)[C@@H](c1ccccc1)C(=O)O
CC(C)C(C)N,0.001486988847583643,C[C@H](C(C)C)N
CC(C)C(CN)N(C)C,0.0,CC(C)[C@H](CN)N(C)C
CC(C)C(N)C1=CN=CC=C1,0.0,CC(C)[C@@H](c1cccnc1)N
CC(C)C(N)C1=NC=CN1C,0.0,CC(C)[C@@H](c1nccn1C)N
CC(C)C(N)CO,0.0,CC(C)[C@@H](CO)N
CC(C)C(NC(=O)C1=CC=CO1)C(=O)O,0.0,CC(C)[C@@H](C(=O)O)NC(=O)c1ccco1
CC(C)C(NC(=O)C1=CC=CS1)C(=O)O,0.0,CC(C)[C@@H](C(=O)O)NC(=O)c1cccs1
CC(C)C(OC1=CC=C(Cl)C=C1)C(=O)O,0.0,CC(C)[C@@H](C(=O)O)Oc1ccc(cc1)Cl
CC(C)C1=C(C(=O)O)C=CC=C1,0.0,CC(C)C1=C(C(=O)O)C=CC=C1
CC(C)C1=C(CN)SN=N1,0.1018957345971564,CC(C)C1=C(CN)SN=N1
CC(C)C1=C(N)C=CC=C1,0.020292207792207792,CC(C)C1=C(N)C=CC=C1
CC(C)C1=C(OCC(=O)O)C=CC=C1,0.0,CC(C)C1=C(OCC(=O)O)C=CC=C1
CC(C)C1=CC(C(=O)O)=CC=C1,0.0,CC(C)C1=CC(C(=O)O)=CC=C1
CC(C)C1=CC(C(=O)O)=CS1,0.0,CC(C)C1=CC(C(=O)O)=CS1
CC(C)C1=CC(C(=O)O)=NO1,0.0,CC(C)C1=CC(C(=O)O)=NO1
CC(C)C1=CC(Cl)=NC=N1,0.0,CC(C)C1=CC(Cl)=NC=N1
CC(C)C1=CC(N)=CC=C1,0.19216555801921656,CC(C)C1=CC(N)=CC=C1
CC(C)C1=CC=C(C(=O)O)C(=O)N1C,0.0,CC(C)C1=CC=C(C(=O)O)C(=O)N1C
CC(C)C1=CC=C(C(C)N)C=C1,0.001530221882172915,C[C@@H](c1ccc(cc1)C(C)C)N
CC(C)C1=CC=C(CC(=O)O)C=C1,0.0,CC(C)C1=CC=C(CC(=O)O)C=C1
CC(C)C1=CC=C(CCC(=O)O)C=C1,0.0,CC(C)C1=CC=C(CCC(=O)O)C=C1
CC(C)C1=CC=C(CCCN)C=C1,0.0,CC(C)C1=CC=C(CCCN)C=C1
CC(C)C1=CC=C(CN)C=C1,0.11722141823444283,CC(C)C1=CC=C(CN)C=C1
CC(C)C1=CC=C(N)C=C1,0.4865174985656913,CC(C)C1=CC=C(N)C=C1
CC(C)C1=CC=C(N2CC(C(=O)O)CC2=O)C=C1,0.0,CC(C)c1ccc(cc1)N2C[C@@H](CC2=O)C(=O)O
CC(C)C1=CC=C(N=C=O)C=C1,0.2709529276693456,CC(C)C1=CC=C(N=C=O)C=C1
CC(C)C1=CC=C(OCC(=O)O)C=C1,0.0,CC(C)C1=CC=C(OCC(=O)O)C=C1
CC(C)C1=CC=C(OCCN)C=C1,0.0,CC(C)C1=CC=C(OCCN)C=C1
CC(C)C1=CC=C(S(=O)(=O)Cl)C=C1,0.0,CC(C)C1=CC=C(S(=O)(=O)Cl)C=C1
CC(C)C1=NC(CCN)=NO1,0.001530221882172915,CC(C)C1=NC(CCN)=NO1
CC(C)C1=NC(CN)=NO1,0.010260457774269928,CC(C)C1=NC(CN)=NO1
CC(C)C1=NC(N)=CC=C1,0.0007698229407236335,CC(C)C1=NC(N)=CC=C1
CC(C)C1=NC=C(C(=O)O)C(=O)[NH]1,0.0,CC(C)C1=NC=C(C(=O)O)C(=O)[NH]1
CC(C)C1=NC=C(C(=O)O)C=N1,0.0,CC(C)C1=NC=C(C(=O)O)C=N1
CC(C)C1=NC=CN1CCCN,0.0,CC(C)C1=NC=CN1CCCN
CC(C)C1=NN(C)C(C(=O)O)=C1,0.0,CC(C)C1=NN(C)C(C(=O)O)=C1
CC(C)C1=NN(C)C(N)=C1,0.0,CC(C)C1=NN(C)C(N)=C1
CC(C)C1=NOC(N)=C1,0.0,CC(C)C1=NOC(N)=C1
CC(C)C1=N[NH]C(C(=O)O)=C1,0.0,CC(C)C1=N[NH]C(C(=O)O)=C1
CC(C)C1=N[NH]C(N)=C1,0.0014749262536873156,CC(C)C1=N[NH]C(N)=C1
