SMILES,P(active),stereo_SMILES
C1CC(CCC(C1)C(=O)O)C(=O)O,0.3311623027494864,C1C[C@H](CC[C@@H](C1)C(=O)O)C(=O)O
C1CC(CCC1C(=O)O)C(=O)O,0.04300025687130748,C1CC(CCC1C(=O)O)C(=O)O
C1CC(CCC1C(=O)O)N,8.976660682226212e-05,C1CC(CCC1C(=O)O)N
C1CC(CCC1CC(=O)O)C(=O)O,0.13446535107847638,C1CC(CCC1CC(=O)O)C(=O)O
C1CC(CCC1CN)C(=O)O,0.006578346276838739,C1CC(CCC1CN)C(=O)O
C1CC(CNC1)C(=O)O,0.0002636899006768041,C1C[C@@H](CNC1)C(=O)O
C1CC(Cc2c1n(nn2)C3CCNCC3)C(=O)O,0.00018129079042784627,C1C[C@@H](Cc2c1n(nn2)C3CCNCC3)C(=O)O
C1CC(Cn2c1nnc2N3CCNCC3)C(=O)O,0.0010735373054213634,C1C[C@H](Cn2c1nnc2N3CCNCC3)C(=O)O
C1CC1(CN)C(=O)O,0.0,C1CC1(CN)C(=O)O
C1CC1C(C(=O)O)N,0.0,C1CC1[C@@H](C(=O)O)N
C1CC1C[C@@H](C(=O)O)N,0.0,C1CC1C[C@@H](C(=O)O)N
C1CC1C[C@H](C(=O)O)N,0.0,C1CC1C[C@H](C(=O)O)N
C1CC1[C@@H](C(=O)O)N,0.0,C1CC1[C@@H](C(=O)O)N
C1CC1[C@H](C(=O)O)N,0.0,C1CC1[C@H](C(=O)O)N
C1CC2(CCC1(C2)C(=O)O)C(=O)O,0.06403442166540116,C1CC2(CCC1(C2)C(=O)O)C(=O)O
C1CCC(C1)(C(=O)O)C(=O)O,0.0006780014603108376,C1CCC(C1)(C(=O)O)C(=O)O
C1CCC(C1)(C(=O)O)N,0.0,C1CCC(C1)(C(=O)O)N
C1CCC(C1)(CC(=O)O)CC(=O)O,0.0029810855263157896,C1CCC(C1)(CC(=O)O)CC(=O)O
C1CCC(C1)[C@@H](C(=O)O)N,0.0,C1CCC(C1)[C@@H](C(=O)O)N
C1CCC(C1)[C@H](C(=O)O)N,0.0,C1CCC(C1)[C@H](C(=O)O)N
C1CCC(CC1)(CC(=O)O)CN,0.0005324341112787292,C1CCC(CC1)(CC(=O)O)CN
C1CCC(CC1)(CC(=O)O)N,0.0,C1CCC(CC1)(CC(=O)O)N
C1CCC(CC1)CC[C@H](C(=O)O)N,0.0016745989776132558,C1CCC(CC1)CC[C@H](C(=O)O)N
C1CCC(CC1)C[C@H](C(=O)O)N,0.0001791954125974375,C1CCC(CC1)C[C@H](C(=O)O)N
C1CCC(CC1)[C@H](C(=O)O)N,0.0,C1CCC(CC1)[C@H](C(=O)O)N
C1CCC2C(C1)C[C@H](N2)C(=O)O,0.0,C1CC[C@@H]2[C@H](C1)C[C@H](N2)C(=O)O
C1CCNC(C1)C(=O)O,0.0,C1CCN[C@@H](C1)C(=O)O
C1CCNC(C1)CC(=O)O,0.0,C1CCN[C@@H](C1)CC(=O)O
C1CCN[C@@H](C1)C(=O)O,0.0,C1CCN[C@@H](C1)C(=O)O
C1CCN[C@H](C1)C(=O)O,0.0,C1CCN[C@H](C1)C(=O)O
C1CC[C@H]([C@@H](C1)C(=O)O)N,0.0,C1CC[C@H]([C@@H](C1)C(=O)O)N
C1CN(C(=O)C2C1CNC2)CC(=O)O,9.040773890245005e-05,C1CN(C(=O)[C@@H]2[C@H]1CNC2)CC(=O)O
C1CNCC1C(=O)O,0.0001803914494452963,C1CNC[C@H]1C(=O)O
C1CNCCC1C(=O)O,0.0,C1CNCCC1C(=O)O
C1CNCCC1CC(=O)O,0.0001786033220217896,C1CNCCC1CC(=O)O
C1CNC[C@H]1C(=O)O,8.866820358219543e-05,C1CNC[C@H]1C(=O)O
C1COCCC1(C(=O)O)C(=O)O,0.0,C1COCCC1(C(=O)O)C(=O)O
C1COC[C@@H](N1)C(=O)O,0.0,C1COC[C@@H](N1)C(=O)O
C1C[C@@H](CNC1)CC(=O)O,9.04895484571532e-05,C1C[C@@H](CNC1)CC(=O)O
C1C[C@@H](NC1)C(=O)O,0.0,C1C[C@@H](NC1)C(=O)O
C1C[C@@H](O[C@@H]1CCC(=O)O)C(=O)O,0.1380481940306309,C1C[C@@H](O[C@@H]1CCC(=O)O)C(=O)O
C1C[C@@H]([C@H](C1)N)C(=O)O,0.0,C1C[C@@H]([C@H](C1)N)C(=O)O
C1C[C@H](CNC1)C(=O)O,0.00035407630344339204,C1C[C@H](CNC1)C(=O)O
C1C[C@H](Cn2c1nnc2C3CCNCC3)C(=O)O,9.193711501333089e-05,C1C[C@H](Cn2c1nnc2C3CCNCC3)C(=O)O
C1C[C@H](NC1)C(=O)O,0.0,C1C[C@H](NC1)C(=O)O
C1C[C@H](O[C@H]1C(=O)O)C(=O)O,0.0008800082824308935,C1C[C@H](O[C@H]1C(=O)O)C(=O)O
C1[C@@H](CC[C@@H](C1)N)C(=O)O,8.885729518393461e-05,C1[C@@H](CC[C@@H](C1)N)C(=O)O
C1[C@@H](CC[C@@H](C1)N)CC(=O)O,0.0,C1[C@@H](CC[C@@H](C1)N)CC(=O)O
C1[C@@H](CC[C@H](C1)C(=O)O)C(=O)O,0.009685482191210164,C1[C@@H](CC[C@H](C1)C(=O)O)C(=O)O
C1[C@@H](CC[C@H](C1)C(=O)O)CN,0.007333828444114371,C1[C@@H](CC[C@H](C1)C(=O)O)CN
C1[C@@H](CO[C@@H]1CCC(=O)O)C(=O)O,0.07299080471712817,C1[C@@H](CO[C@@H]1CCC(=O)O)C(=O)O
C1[C@H]([C@@H]1C(=O)O)C(=O)O,0.0003147128245476003,C1[C@H]([C@@H]1C(=O)O)C(=O)O
CC(=O)Nc1ccc(cc1)C[C@@H](C(=O)O)N,0.0,CC(=O)Nc1ccc(cc1)C[C@@H](C(=O)O)N
CC(C(=O)O)n1cc(cn1)C(=O)O,0.005412156536219817,C[C@@H](C(=O)O)n1cc(cn1)C(=O)O
CC(C)(C)C(C(=O)O)N,0.0,CC(C)(C)[C@H](C(=O)O)N
CC(C)(C)C1=CC(C(=O)O)=CC(C(=O)O)=C1,0.01939934643913066,CC(C)(C)C1=CC(C(=O)O)=CC(C(=O)O)=C1
CC(C)(C)OCCNCC(=O)O,0.0,CC(C)(C)OCCNCC(=O)O
CC(C)(C)OC[C@@H](C(=O)O)N,8.954956568460644e-05,CC(C)(C)OC[C@@H](C(=O)O)N
CC(C)(C)Oc1ccc(cc1)C[C@H](C(=O)O)N,0.0,CC(C)(C)Oc1ccc(cc1)C[C@H](C(=O)O)N
CC(C)(C)[C@H](C(=O)O)N,0.0,CC(C)(C)[C@H](C(=O)O)N
CC(C)(CC(=O)O)CC(=O)O,0.005196154845414394,CC(C)(CC(=O)O)CC(=O)O
CC(C)(CCC(=O)O)C(=O)O,0.017760450508988522,CC(C)(CCC(=O)O)C(=O)O
CC(C)(CCN)C(=O)O,0.0005433306166802499,CC(C)(CCN)C(=O)O
CC(C)([C@@H](C(=O)O)N)O,0.0,CC(C)([C@@H](C(=O)O)N)O
CC(C)C(C(=O)O)N,0.0,CC(C)[C@@H](C(=O)O)N
CC(C)CC(CC(=O)O)CN,0.0002684323550465283,CC(C)C[C@H](CC(=O)O)CN
CC(C)CC(CC(=O)O)N,0.0,CC(C)C[C@H](CC(=O)O)N
CC(C)CC(c1nc(cs1)C(=O)O)N,0.0004492362982929021,CC(C)C[C@H](c1nc(cs1)C(=O)O)N
CC(C)CC[C@@H](C(=O)O)N,0.0,CC(C)CC[C@@H](C(=O)O)N
CC(C)C[C@@H](C(=O)O)N,0.0,CC(C)C[C@@H](C(=O)O)N
CC(C)C[C@@H](CC(=O)O)CN,0.0,CC(C)C[C@@H](CC(=O)O)CN
CC(C)C[C@@H](c1nc(co1)C(=O)O)N,0.00026922731759849235,CC(C)C[C@@H](c1nc(co1)C(=O)O)N
CC(C)C[C@H](C(=O)O)N,0.0,CC(C)C[C@H](C(=O)O)N
CC(C)[C@@H](C(=O)O)N,0.0,CC(C)[C@@H](C(=O)O)N
CC(C)[C@@H](CCC(=O)O)N,0.0,CC(C)[C@@H](CCC(=O)O)N
CC(C)[C@H](C(=O)O)N,0.0,CC(C)[C@H](C(=O)O)N
CC(C)[C@]1(C[C@@H]1C(=O)O)C(=O)O,0.0,CC(C)[C@]1(C[C@@H]1C(=O)O)C(=O)O
CC(CC(=O)O)CC(=O)O,0.01673273953560212,CC(CC(=O)O)CC(=O)O
CC1(CC(C1)C(=O)O)C(=O)O,0.030648390574464807,CC1(CC(C1)C(=O)O)C(=O)O
CC1(CCC(C1)C(=O)O)C(=O)O,0.051519358321764616,C[C@@]1(CC[C@@H](C1)C(=O)O)C(=O)O
CC1=C(C(=O)O)C(C(=O)O)=C(C)S1,0.0,CC1=C(C(=O)O)C(C(=O)O)=C(C)S1
CC1=C(C=O)C2=C(C=CC=C2)N1CC(=O)O,0.0,CC1=C(C=O)C2=C(C=CC=C2)N1CC(=O)O
CC1=CC(C(=O)O)=CC(C(=O)O)=C1,0.10515356585111921,CC1=CC(C(=O)O)=CC(C(=O)O)=C1
CC1CC1(C(=O)O)C(=O)O,0.0,C[C@@H]1CC1(C(=O)O)C(=O)O
CCCC[C@@H](C(=O)O)N,0.0,CCCC[C@@H](C(=O)O)N
CCCC[C@H](C(=O)O)N,0.0,CCCC[C@H](C(=O)O)N
CCC[C@H](C(=O)O)N,0.0,CCC[C@H](C(=O)O)N
CCNCC(=O)O,0.0,CCNCC(=O)O
CCOc1ccc(cc1)C[C@@H](C(=O)O)N,0.0,CCOc1ccc(cc1)C[C@@H](C(=O)O)N
CCOc1ccc(cc1)C[C@H](C(=O)O)N,0.0,CCOc1ccc(cc1)C[C@H](C(=O)O)N
CC[C@@H](C(=O)O)N,0.0,CC[C@@H](C(=O)O)N
CC[C@@H]1CC[C@@H](CN1)C(=O)O,0.0,CC[C@@H]1CC[C@@H](CN1)C(=O)O
CC[C@H](C(=O)O)N,0.0,CC[C@H](C(=O)O)N
CC[C@H](C)[C@@H](C(=O)O)N,0.0,CC[C@H](C)[C@@H](C(=O)O)N
CC[C@H](C)[C@H](C(=O)O)N,0.0,CC[C@H](C)[C@H](C(=O)O)N
CCc1c(cc(o1)C(=O)O)C(=O)O,0.014231451000253229,CCc1c(cc(o1)C(=O)O)C(=O)O
CCc1ccc(cc1)C(CC(=O)O)N,0.00017806267806267807,CCc1ccc(cc1)[C@@H](CC(=O)O)N
CCc1cn(nc1C2CCNCC2)CC(=O)O,0.0,CCc1cn(nc1C2CCNCC2)CC(=O)O
CCc1nc(c(o1)C2CCNCC2)C(=O)O,0.005887075194005887,CCc1nc(c(o1)C2CCNCC2)C(=O)O
CN(C)c1ccc(cc1)C[C@@H](C(=O)O)N,0.00088660342228921,CN(C)c1ccc(cc1)C[C@@H](C(=O)O)N
CN(C)c1ccc(cc1)C[C@H](C(=O)O)N,0.0005434290372248891,CN(C)c1ccc(cc1)C[C@H](C(=O)O)N
CN1c2cc(ccc2OC[C@H](C1=O)N)C(=O)O,0.0006208425720620843,CN1c2cc(ccc2OC[C@H](C1=O)N)C(=O)O
CN1c2ccc(cc2OC[C@@H](C1=O)N)C(=O)O,8.92458723784025e-05,CN1c2ccc(cc2OC[C@@H](C1=O)N)C(=O)O
CNCCC(=O)O,0.0,CNCCC(=O)O
CN[C@@H](c1ccccc1)C(=O)O,0.0,CN[C@@H](c1ccccc1)C(=O)O
CN[C@H](Cc1ccc(cc1)OCc2ccccc2)C(=O)O,0.0,CN[C@H](Cc1ccc(cc1)OCc2ccccc2)C(=O)O
COC1=C(C(=O)O)C=C(C=O)C=C1,0.0,COC1=C(C(=O)O)C=C(C=O)C=C1
COC1C[C@H](CNC1)c2ccc(cc2)C(=O)O,0.0053461399057629574,CO[C@@H]1C[C@H](CNC1)c2ccc(cc2)C(=O)O
COC[C@@H](C(=O)O)N,0.0,COC[C@@H](C(=O)O)N
COc1cc(ccc1OCC(=O)O)C(=O)O,0.0007178014766201805,COc1cc(ccc1OCC(=O)O)C(=O)O
COc1cc(nc(c1)C(=O)O)C(=O)O,0.0017315135465471583,COc1cc(nc(c1)C(=O)O)C(=O)O
COc1ccc(cc1)C(CC(=O)O)N,0.0,COc1ccc(cc1)[C@@H](CC(=O)O)N
COc1ccc(cc1)CC(C(=O)O)N,0.0,COc1ccc(cc1)C[C@@H](C(=O)O)N
COc1ccc(cc1)C[C@@H](C(=O)O)N,0.0,COc1ccc(cc1)C[C@@H](C(=O)O)N
COc1ccc(cc1OCC(=O)O)C(=O)O,0.0008834381333471912,COc1ccc(cc1OCC(=O)O)C(=O)O
COc1cccc(c1)C[C@@H](C(=O)O)N,0.0,COc1cccc(c1)C[C@@H](C(=O)O)N
COc1cccc(c1)C[C@H](C(=O)O)N,0.0,COc1cccc(c1)C[C@H](C(=O)O)N
C[C@@H](C(=O)O)N,0.0,C[C@@H](C(=O)O)N
C[C@@H](C(=O)O)NC,0.0,C[C@@H](C(=O)O)NC
C[C@@H](CC(=O)O)N,0.0,C[C@@H](CC(=O)O)N
C[C@@H]([C@H](C(=O)O)N)O,0.0,C[C@@H]([C@H](C(=O)O)N)O
C[C@@H]([C@H](C(=O)O)N)OC(C)(C)C,0.0,C[C@@H]([C@H](C(=O)O)N)OC(C)(C)C
C[C@@H]1C[C@@H](O[C@H]1C(=O)O)C(=O)O,0.00046598322460391424,C[C@@H]1C[C@@H](O[C@H]1C(=O)O)C(=O)O
C[C@@]1(C[C@H]1C(=O)O)C(=O)O,0.0,C[C@@]1(C[C@H]1C(=O)O)C(=O)O
C[C@H](C(=O)O)N,0.0,C[C@H](C(=O)O)N
C[C@H]([C@@H](C(=O)O)N)O,0.0,C[C@H]([C@@H](C(=O)O)N)O
C[C@H]([C@@H](C(=O)O)N)OC,0.0,C[C@H]([C@@H](C(=O)O)N)OC
C[C@H]([C@@H](C(=O)O)N)OC(C)(C)C,0.0,C[C@H]([C@@H](C(=O)O)N)OC(C)(C)C
C[C@H]([C@H](C(=O)O)N)O,0.0,C[C@H]([C@H](C(=O)O)N)O
Cc1c(c([nH]n1)C(=O)O)C(=O)O,0.0018696442482472085,Cc1c(c([nH]n1)C(=O)O)C(=O)O
Cc1c(cc(cn1)C(=O)O)C(=O)O,0.015669227658714112,Cc1c(cc(cn1)C(=O)O)C(=O)O
Cc1c(cc(s1)C(=O)O)C(=O)O,0.058298213927353,Cc1c(cc(s1)C(=O)O)C(=O)O
Cc1c(ccc(n1)C(=O)O)C(=O)O,0.004971554507713597,Cc1c(ccc(n1)C(=O)O)C(=O)O
Cc1c(cccc1C(=O)O)C(=O)O,0.007012694512694513,Cc1c(cccc1C(=O)O)C(=O)O
Cc1c(cncc1C(=O)O)C(=O)O,0.003417146937318305,Cc1c(cncc1C(=O)O)C(=O)O
Cc1c(cnn1c2ccc(cn2)C(=O)O)C(=O)O,0.03695068173754372,Cc1c(cnn1c2ccc(cn2)C(=O)O)C(=O)O
Cc1c(n2c(n1)CNCC2)C(=O)O,0.0,Cc1c(n2c(n1)CNCC2)C(=O)O
Cc1cc(cc(c1OCC(=O)O)C)C(=O)O,0.055517076029623316,Cc1cc(cc(c1OCC(=O)O)C)C(=O)O
Cc1cc(cc2c1cc([nH]2)C(=O)O)C(=O)O,0.3987502789555903,Cc1cc(cc2c1cc([nH]2)C(=O)O)C(=O)O
Cc1cc(ccc1C(=O)O)C(=O)O,0.05412858091201552,Cc1cc(ccc1C(=O)O)C(=O)O
Cc1cc(oc1C(=O)O)C(=O)O,0.003986332574031891,Cc1cc(oc1C(=O)O)C(=O)O
Cc1ccc(cc1)C[C@@H](C(=O)O)N,8.85661146045523e-05,Cc1ccc(cc1)C[C@@H](C(=O)O)N
Cc1ccc(cc1)C[C@H](C(=O)O)N,0.0,Cc1ccc(cc1)C[C@H](C(=O)O)N
Cc1ccc(cc1)S(=O)(=O)n2cc(nc2)C[C@H](C(=O)O)N,0.0,Cc1ccc(cc1)S(=O)(=O)n2cc(nc2)C[C@H](C(=O)O)N
Cc1ccc(cc1C(=O)O)C(=O)O,0.03153728294177732,Cc1ccc(cc1C(=O)O)C(=O)O
Cc1cccc(c1)C[C@@H](C(=O)O)N,0.0,Cc1cccc(c1)C[C@@H](C(=O)O)N
Cc1ccccc1C[C@@H](C(=O)O)N,0.00034934497816593884,Cc1ccccc1C[C@@H](C(=O)O)N
Cc1ccccc1C[C@@H](CC(=O)O)N,0.0,Cc1ccccc1C[C@@H](CC(=O)O)N
Cc1ccccc1C[C@H](C(=O)O)N,0.0,Cc1ccccc1C[C@H](C(=O)O)N
Cn1c(c(cn1)C(=O)O)C(=O)O,0.00020446761744108777,Cn1c(c(cn1)C(=O)O)C(=O)O
Cn1c(cc(n1)C(=O)O)C(=O)O,0.005555124925716352,Cn1c(cc(n1)C(=O)O)C(=O)O
Cn1c(cc(n1)C(=O)O)C2CCCNC2,0.028070494186046513,Cn1c(cc(n1)C(=O)O)[C@H]2CCCNC2
Cn1c(cc2c1ncc(c2)C(=O)O)C(=O)O,0.03612060609152594,Cn1c(cc2c1ncc(c2)C(=O)O)C(=O)O
Cn1c(ccc1C(=O)O)C(=O)O,0.014724679175826986,Cn1c(ccc1C(=O)O)C(=O)O
Cn1cc(c(n1)C(=O)O)C(=O)O,0.000991338829176667,Cn1cc(c(n1)C(=O)O)C(=O)O
Cn1cc(c2c1cccc2)C[C@@H](C(=O)O)N,0.0,Cn1cc(c2c1cccc2)C[C@@H](C(=O)O)N
Cn1cc(c2c1cccc2)C[C@H](C(=O)O)N,0.0,Cn1cc(c2c1cccc2)C[C@H](C(=O)O)N
Cn1cc(cc1C(=O)O)C(=O)O,0.00010379904504878556,Cn1cc(cc1C(=O)O)C(=O)O
O=C(O)C1=C(F)C=C(C(=O)O)C(F)=C1,0.014620789419301509,O=C(O)C1=C(F)C=C(C(=O)O)C(F)=C1
O=C(O)C1=C[NH]C=C1C(=O)O,0.0002554669936644186,O=C(O)C1=C[NH]C=C1C(=O)O
O=C(O)C1=NC(C(=O)O)=CC=C1,0.005014474772539288,O=C(O)C1=NC(C(=O)O)=CC=C1
O=C(O)C1CCC1C(=O)O,0.007025638336916059,C1C[C@H]([C@@H]1C(=O)O)C(=O)O
O=C(O)CC(CC(=O)O)C1=CC=C(Cl)C=C1,0.020036043676455,O=C(O)CC(CC(=O)O)C1=CC=C(Cl)C=C1
O=C(O)CCCCC(=O)O,0.01882561535252399,O=C(O)CCCCC(=O)O
O=C(O)CN(CC(=O)O)C1=CC=CC=C1,0.0017737896494156929,O=C(O)CN(CC(=O)O)C1=CC=CC=C1
O=C(O)CN1C(=O)N(CC(=O)O)C2=C1C=CC=C2,0.0013502285002077274,O=C(O)CN1C(=O)N(CC(=O)O)C2=C1C=CC=C2
O=C(O)[C@@H]1CCCC[C@H]1C(=O)O,0.0004620123203285421,O=C(O)[C@@H]1CCCC[C@H]1C(=O)O
O=C(O)[C@@H]1CCC[C@H]1C(=O)O,0.004060173858726771,O=C(O)[C@@H]1CCC[C@H]1C(=O)O
O=C(O)[C@H]1CC[C@@H](C(=O)O)C1,0.13090332805071314,O=C(O)[C@H]1CC[C@@H](C(=O)O)C1
O=C(O)[C@H]1CC[C@H](C(=O)O)CC1,0.021747066492829203,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
O=C(O)[C@H]1C[C@@H](C(=O)O)C1,0.019558131111915972,O=C(O)[C@H]1C[C@@H](C(=O)O)C1
O=C(O)[C@H]1C[C@H]1C(=O)O,0.0,O=C(O)[C@H]1C[C@H]1C(=O)O
O=CC1=C(C2=C(C(=O)O)C=CC=C2)C=CC=C1,0.0,O=CC1=C(C2=C(C(=O)O)C=CC=C2)C=CC=C1
O=CC1=C(F)C=CC(C(=O)O)=C1,0.0,O=CC1=C(F)C=CC(C(=O)O)=C1
O=CC1=CC(C(=O)O)=C(F)C=C1,0.0,O=CC1=CC(C(=O)O)=C(F)C=C1
O=CC1=CC(C(=O)O)=CC=C1,0.0,O=CC1=CC(C(=O)O)=CC=C1
O=CC1=CC(C2=CC=C(C(=O)O)C=C2)=CC=C1,0.0,O=CC1=CC(C2=CC=C(C(=O)O)C=C2)=CC=C1
O=CC1=CC=C(C(=O)O)C=C1,0.0,O=CC1=CC=C(C(=O)O)C=C1
O=CC1=CC=C(C(=O)O)O1,0.0,O=CC1=CC=C(C(=O)O)O1
O=CC1=CC=C(C(=O)O)S1,0.0003595828838547285,O=CC1=CC=C(C(=O)O)S1
O=CC1=CC=C(OCC(=O)O)C=C1,0.0,O=CC1=CC=C(OCC(=O)O)C=C1
O=CC1=CC=CC(OCC(=O)O)=C1,0.0,O=CC1=CC=CC(OCC(=O)O)=C1
O=CC1=CN(CC(=O)O)C2=C1C=CC=C2,0.00017879492222420883,O=CC1=CN(CC(=O)O)C2=C1C=CC=C2
O=CC1=CN(CCC(=O)O)C2=C1C=CC=C2,0.0,O=CC1=CN(CCC(=O)O)C2=C1C=CC=C2
[C@H]1([C@H](C1(F)F)C(=O)O)C(=O)O,5.099699117752052e-05,[C@H]1([C@H](C1(F)F)C(=O)O)C(=O)O
c1c(c(cs1)C(=O)O)C(=O)O,0.0019029985084606286,c1c(c(cs1)C(=O)O)C(=O)O
c1c(c(no1)C2CCNC2)C(=O)O,0.015477368847295959,c1c(c(no1)[C@H]2CCNC2)C(=O)O
c1c(c[nH]c1C(=O)O)C(=O)O,5.195614901023536e-05,c1c(c[nH]c1C(=O)O)C(=O)O
c1c(c[nH]c1C(=O)O)CCC(=O)O,0.021656378600823045,c1c(c[nH]c1C(=O)O)CCC(=O)O
c1c(cc(c(c1F)F)F)C[C@H](C(=O)O)N,0.0,c1c(cc(c(c1F)F)F)C[C@H](C(=O)O)N
c1c(cc(cc1C(=O)O)F)C(=O)O,0.4685671549865822,c1c(cc(cc1C(=O)O)F)C(=O)O
c1c(cc(cc1F)F)C[C@@H](C(=O)O)N,0.0,c1c(cc(cc1F)F)C[C@@H](C(=O)O)N
c1c(cn(n1)CC(=O)O)C(=O)O,0.0023203079681485,c1c(cn(n1)CC(=O)O)C(=O)O
c1c(cn(n1)CCC(=O)O)C(=O)O,0.003746856233639583,c1c(cn(n1)CCC(=O)O)C(=O)O
c1c(cnc(c1Cl)C(=O)O)C(=O)O,0.0685929907991316,c1c(cnc(c1Cl)C(=O)O)C(=O)O
c1c(coc1C(=O)O)C(=O)O,0.01057736958877251,c1c(coc1C(=O)O)C(=O)O
c1c(csc1C(=O)O)C(=O)O,0.06466149654160554,c1c(csc1C(=O)O)C(=O)O
c1c(nc(o1)C2CCNCC2)C(=O)O,0.004162142598624683,c1c(nc(o1)C2CCNCC2)C(=O)O
c1c(nc(o1)CN)C(=O)O,9.158347834050737e-05,c1c(nc(o1)CN)C(=O)O
c1c(nc(o1)CN2CCCNCC2)C(=O)O,0.002979683972911964,c1c(nc(o1)CN2CCCNCC2)C(=O)O
c1c(nc(o1)[C@@H]2CCNC2)C(=O)O,0.0034946236559139786,c1c(nc(o1)[C@@H]2CCNC2)C(=O)O
c1c(nc(o1)[C@@H]2C[C@H](CN2)F)C(=O)O,0.0025438357408921596,c1c(nc(o1)[C@@H]2C[C@H](CN2)F)C(=O)O
c1c(nc(s1)[C@@H]2CCNC2)C(=O)O,0.001328138834779529,c1c(nc(s1)[C@@H]2CCNC2)C(=O)O
c1c(ncs1)C[C@H](C(=O)O)N,0.0,c1c(ncs1)C[C@H](C(=O)O)N
c1c(noc1C(=O)O)C2CCNCC2,0.001789228842368939,c1c(noc1C(=O)O)C2CCNCC2
c1c2c(c(cs2)C(=O)O)[nH]c1C(=O)O,0.16195976702070383,c1c2c(c(cs2)C(=O)O)[nH]c1C(=O)O
c1c2c(c(cs2)C(=O)O)sc1C(=O)O,0.5171531985207334,c1c2c(c(cs2)C(=O)O)sc1C(=O)O
c1c2c(cc([nH]2)C(=O)O)oc1C(=O)O,0.009339043393013776,c1c2c(cc([nH]2)C(=O)O)oc1C(=O)O
c1c2c(cc([nH]2)C(=O)O)sc1C(=O)O,0.015688949522510234,c1c2c(cc([nH]2)C(=O)O)sc1C(=O)O
c1c2cc(sc2sc1C(=O)O)C(=O)O,0.032619107638013616,c1c2cc(sc2sc1C(=O)O)C(=O)O
c1cc([nH]c1C(=O)O)C(=O)O,0.01531219285086131,c1cc([nH]c1C(=O)O)C(=O)O
c1cc([nH]c1CCC(=O)O)C(=O)O,0.036124377603902046,c1cc([nH]c1CCC(=O)O)C(=O)O
c1cc(c(=O)n(c1)CC(=O)O)C(=O)O,0.00010331645831180907,c1cc(c(=O)n(c1)CC(=O)O)C(=O)O
c1cc(c(cc1C(=O)O)C(=O)O)Cl,0.1295111466560032,c1cc(c(cc1C(=O)O)C(=O)O)Cl
c1cc(c(cc1C[C@@H](C(=O)O)N)Cl)Cl,0.0,c1cc(c(cc1C[C@@H](C(=O)O)N)Cl)Cl
c1cc(c(cc1C[C@@H](C(=O)O)N)F)F,0.0,c1cc(c(cc1C[C@@H](C(=O)O)N)F)F
c1cc(c(cc1C[C@H](C(=O)O)N)Cl)Cl,0.0,c1cc(c(cc1C[C@H](C(=O)O)N)Cl)Cl
c1cc(c(cc1C[C@H](C(=O)O)N)F)F,0.0,c1cc(c(cc1C[C@H](C(=O)O)N)F)F
c1cc(c(cc1Cl)C[C@@H](C(=O)O)N)Cl,0.00044694734960221686,c1cc(c(cc1Cl)C[C@@H](C(=O)O)N)Cl
c1cc(c(cc1Cl)Cl)C[C@@H](C(=O)O)N,0.0,c1cc(c(cc1Cl)Cl)C[C@@H](C(=O)O)N
c1cc(c(nc1)C(=O)O)C(=O)O,0.0,c1cc(c(nc1)C(=O)O)C(=O)O
c1cc(c(nc1)C(=O)O)CCC(=O)O,0.00129359412190831,c1cc(c(nc1)C(=O)O)CCC(=O)O
